French,Tamazight_Kabyle,LLM_Translation,BLEU_Score,CER
Cela fait des siècles que l'argent a perdu sa matérialisation papier ou métallique. Ce n'est désormais plus que des chiffres dans l'ordinateur.,D leqrun segmi sen-truḥ i yedrimen tengawit-nsen n lkaɣeḍ neɣ n wemɣuz. Ma d tura dayen uɣalen d izwilen an deg uselkim.,Aya d leqrun segmi idrimen sṛuḥen talɣa-nsen n lkaɣeḍ neɣ n uzzal. Tura d imḍanen kan i llan deg uselkim.,0.18784850100336806,0.4224137931034483
Cela m'a fait hérisser les cheveux.,Armi yettzeɣɣeb ucekkuḥ-iw.,Ayagi yessekker-iyi-d acebbub.,0.0,0.76
Cela m'a fait hérisser les cheveux.,Armi ibedd ccεer uqerru-iw.,Yessers-iyi-d acebbub.,0.0,0.84
Laissez le chat dehors.,Eǧǧ amcic-nni deg berra.,Ǧǧet amcic beṛṛa.,0.0,0.5454545454545454
Nous restâmes avec eux tout au long de l'été.,Neqqim ɣur-sen anebdu merra.,Neqqim yid-sen akk anevdu.,0.08034284189446518,0.5
Il parle comme s'il avait déjà lu le livre.,Yettmeslay am akken yeɣra yakan adlis-nni.,Ihedder amzun yeqra yakan adlis.,0.0439891724758422,0.45
Tom tient Marie dans ses bras.,Tom yeṭṭef Mary gar iɣallen-is.,Tom yeṭṭef Mari deg yiɣallen-is.,0.11362193664674995,0.1724137931034483
J'aime manger du riz aux haricots.,Ḥemmleɣ rruẓ s llubya.,Ḥemmleɣ ad ččeɣ rruz s llubya.,0.09554427922043669,0.42857142857142855
"Ne désespère pas, tout n'est pas encore perdu.","Ur ttayes ara, mazal kra ur iruḥ.","Ur tteyyis ara, mazal ur iṛuḥ ara kullec.",0.06985342056580097,0.5161290322580645
Notre pays ne désire que la paix.,Tamurt-nneɣ d talwit kan i tettnadi.,Tamurt-nneɣ ur tebɣi ala talwit.,0.05231223689135342,0.5
Le vieil homme a trébuché.,Yemḍerkal umɣar.,Yencref wemɣar.,0.0,0.5333333333333333
Je me sens comme un étranger.,Ḥulfaɣ s yiman-iw d abeṛṛani.,Ttḥulfuɣ am uberrani.,0.0,0.5925925925925926
"Un jour, tu le regretteras.",Yiwwas ad tendemmeḍ.,"Yiwen n wass, a t-tnedmeḍ.",0.0,0.5263157894736842
Les couleurs vont bien ensemble.,Tiɣmiwin-nni mmezgent-d.,Iniwen mwatayen.,0.0,0.6666666666666666
"Il est évident que je passe trop de temps à étudier les caractères chinois, je devrais donc étudier davantage les autres aspects de la langue.","Iban sruḥayeɣ aṭas n wakud deg isekkilen-a n tcinwant i lemmdeɣ, ilaq-iyi ihi ad issineɣ ugar udmawen nniḍen n tutlayt-a.","Iban belli ttɛeddayeɣ aṭas n lweqt deg ulmad n isekkilen n tcinwat, ihi ilaq ad lemdeɣ ugar iḥricen nniḍen n tutlayt.",0.034350941894043904,0.45689655172413796
"Il pénétra dans la banque, déguisé en garde.",Yekcem ɣer lbanka akken yerra iman-is d aεessas.,"Yekcem ɣer lbanka, yelsa am uɛessas.",0.14477626226006024,0.3695652173913043
Elle l'étrangla.,Texneq-as.,Teɣḍel-it.,0.0,0.625
Son but dans la vie était de devenir musicien.,Iswi i yella yesεa-t deg tudert : ad yuɣal d ameẓẓawan.,Iswi-is di tudert yella d ad yuɣal d amusiqi.,0.12067008283523631,0.5384615384615384
Ils ont peut-être faim.,Ahat lluẓen.,Ahat lluẓen.,0.316227766016838,0.0
Cette montre était celle de ton grand-père.,Ssaεa-yi tuɣ-itt n jeddi-k.,Tamrilt-agi tella d tin n jeddi-k.,0.08633400213704504,0.7391304347826086
Je dispose d'un carnet de notes.,Sεiɣ takarnit i tezmilin.,Sɛiɣ akkar n tira.,0.0,0.5416666666666666
Je ne veux pas que tu sois fâché.,Ur bɣiɣ ara ad terfuḍ.,Ur bɣiɣ ara ad terfuḍ.,1.0,0.0
Il est noble de cœur.,Ul-is d anubli.,D ameqqran n wul.,0.08034284189446518,1.0769230769230769
"C’est comment, la vie en Allemagne ?",Amek tga tudert deg Lalman ?,Amek i tga tudert di Lalman?,0.10266900960803409,0.15384615384615385
"Ils défendent un régime criminel, raciste et colonialiste.","Kkaten ɣef yiwen akken udabu bu-tmegraḍ, iriẓri, amhersan.","Ttdafaɛen ɣef unagraw ameryu, anemmaz d umhersan.",0.028634401465295497,0.6296296296296297
Je n'avais rien à manger.,Lliɣ ur sεiɣ ara ččeɣ.,Ur sɛiɣ acemma ara ččeɣ.,0.12574334296829354,0.5714285714285714
"Dans l'ancien temps, même l'herbe était plus verte.","Di zzman aqdim, ula d leḥcic yella zegzaw ugar.","Zik-nni, ula d tuga tella d tazegzawt ugar.",0.057367534172156044,0.5111111111111111
Il a un examen la semaine prochaine.,Yesεa akayad ssmana i d-iteddun.,Ila akayad ddurt i d-iteddun.,0.12574334296829354,0.3333333333333333
"J'ai pensé le jeter, mais ai finalement décidé de le garder.",Nniɣ-as ad t-ḍeqqreɣ εawdeɣ ǧǧiɣ-t.,"Nwiɣ a t-ḍeggṛeɣ, maca deg uneggaru qesdeɣ a t-id-ǧǧeɣ.",0.0,1.096774193548387
"Ne sois pas si sauvage, Jack.",Ur ttili ara akken d aweḥci a Jack.,"Ur ttili ara d lweḥc am wakka, a Jack.",0.1561969968460128,0.38235294117647056
Elles ont descendu les escaliers.,Ṣubbent tiseddaṛin.,Subbent-d isulas.,0.0,0.5
Elles ont descendu les escaliers.,Hwant tiseddaṛin.,Subbent-d isellumen.,0.0,0.75
Elles ont descendu les escaliers.,Udrent tiseddaṛin.,Subbent-d isulas.,0.0,0.6470588235294118
Un bon cuir se porte des années.,Taserki n tidet tetteṭṭef iseggasen d timelsiwt.,Aglim yelhan yettlus iseggasen.,0.037951271263104894,0.6595744680851063
Ils ont descendu les escaliers.,Ṣubben tiseddaṛin.,Udren-d iḍerfan.,0.0,0.5882352941176471
Ils ont descendu les escaliers.,Hwan tiseddaṛin.,Udren-d iḍerfan.,0.0,0.7333333333333333
Ils ont descendu les escaliers.,Udren tiseddaṛin.,Ṣubben-d isulas.,0.0,0.6875
"Si le temps le permet, j'irai visiter le musée.",Ma sεiɣ lweqt ad ruḥeɣ ad d-ẓreɣ asalay.,"Ma yella lḥal iserreḥ, ad rzuɣ ɣer usalay.",0.03303164318013808,0.6052631578947368
Nous avons descendu les escaliers.,Nṣubb tiseddaṛin-nni.,Nsubb isaliwen.,0.0,0.47368421052631576
Nous avons descendu les escaliers.,Nṣubb tiṭṛujin-nni.,Nsubb isaliwen.,0.0,0.5294117647058824
Nous avons descendu les escaliers.,Nuder tiseddaṛin-nni.,Nuder isellumen.,0.1495348781221221,0.47368421052631576
Nous avons descendu les escaliers.,Nehwa tiseddaṛin-nni.,Nuder isellumen.,0.0,0.6842105263157895
Nous avons descendu les escaliers.,Nehwa tiṭṛujin-nni.,Nsubb isaliwen.,0.0,0.7058823529411765
Votre temps est en train de s'écouler.,Atan wakud-ik la izerri.,Akud-nwen la ițfaka.,0.0814136751754278,0.6818181818181818
Je veux voyager avec toi.,Bɣiɣ ad ḥewwseɣ yid-k.,Bɣiɣ ad safreɣ yid-ek.,0.16990442448471224,0.3
Je veux voyager avec toi.,Bɣiɣ ad ḥewwseɣ yid-m.,Bɣiɣ ad safreɣ yid-ek.,0.16990442448471224,0.35
Ils veulent nous laver nos cerveaux.,Bɣan ad sirden allaɣ-nneɣ.,Bɣan ad aɣ-ssirden allɣen-nneɣ.,0.16990442448471224,0.25
Ils veulent nous laver nos cerveaux.,Bɣan ad ɣ-sirden allaɣ-nneɣ.,Bɣan ad aɣ-ssirden allalen-nneɣ.,0.16990442448471224,0.2
Ils veulent nous laver nos cerveaux.,Bɣan ad sirden allaɣ-nteɣ.,Bɣan ad aɣ-ssirden allɣen-nneɣ.,0.16990442448471224,0.2916666666666667
Ils veulent nous laver nos cerveaux.,Bɣan ad ɣ-sirden allaɣ-nteɣ.,Bɣan ad aɣ-ssirden allɣen-nneɣ.,0.16990442448471224,0.24
Je n'accueille pas les invités.,Ur ttmagareɣ ara inebgiwen.,Ur stṛeḥibeɣ ara inebgawen.,0.09554427922043669,0.2692307692307692
Je n'accueillerai pas les invités.,Ur ttmagareɣ ara inebgiwen.,Ur d-ttqabaleɣ ara inebgawen.,0.09554427922043669,0.19230769230769232
Il entra dans la pièce sur la pointe des pieds.,Yekcem s tfednin ɣer texxamt.,Ikcem ɣer texxamt s tkerciwin.,0.12574334296829354,0.75
Aragon est lié au surréalisme.,Aragon icudd ɣer tnigilawt.,Aragon icudd ɣer tsuryalist.,0.3976353643835253,0.2692307692307692
Je peux me souvenir de la chaleur de ses mains.,Zemreɣ ad cfuɣ ɣef leḥmu n yifassen-is.,Zemreɣ ad d-mmektiɣ lḥamu n yifassen-is.,0.10335094640592336,0.2702702702702703
Ne laisse pas le chien dormir sur notre lit.,Ur ttaǧǧa ara aqjun-nni ad yeṭṭes ɣef umeṭreḥ-nneɣ.,Ur ttaǧǧa ara aqjun ad yeṭṭes ɣef wusu-nneɣ.,0.23119742295813953,0.20833333333333334
Hokkaïdo se trouve dans la partie nord du Japon.,Hokkaïdo atta ɣer tama ugafa n Japun.,Hokkaido tezga-d deg tama n ugafa n Japun.,0.1477219991186121,0.2777777777777778
Cette maison va à vau-l'eau.,Axxam-a yettruḥ deg-sent kra kra.,Axxam-agi la iteddu s lxeṣran.,0.0,0.7
"Il marmonnait encore quelque chose concernant les hôpitaux à la fin de la fête, quand il a glissé sur un morceau de glace et s'est brisé la jambe gauche.","Yella mazal-t yesmermug-d wissen acu akken ɣef sbiṭarat di tagara n tmeɣra, m'akken yecceḍ ɣef yiwen uceqquf n wegris dɣa yerreẓ deg uḍar azelmaḍ.","Mazal-it isebseb kra ɣef sbitarat deg taggara n tmeɣra, mi yesliḍ ɣef ugris dɣa yerrez uḍar-is n uzelmaḍ.",0.022388578268528313,0.475177304964539
Chaque phrase se distingue par son nombre de syllabes.,Tal tafyirt acḥal tesɛa n tunṭiqin.,Yal tafirt temgarad s umḍan n tseddarin-is.,0.033031643180138064,0.6764705882352942
Bon courage !,Afud igerrzen.,Afud igerrzen !,0.316227766016838,0.0
L'accentuation peut être très différente d'une langue à l'autre.,Yezmer ad imgirred s waṭas usseɣdebbu deg tutlayin.,Asentel yezmer ad yemgarad aṭas seg tutlayt ɣer tayeḍ.,0.050712153369465586,0.68
Ne mets pas la charrue avant les bœufs.,Ur ttarra ara lmaεun qbel tayuga.,Ur srusay ara lmaɛun uqbel izgaren.,0.048549177170732344,0.46875
Ne mets pas la charrue avant les bœufs.,Mačči iwzan qbel icillawen.,Ur srusay ara lmaɛun uqbel izgaren.,0.0,0.8846153846153846
Il lui faut un manteau.,Ilaq-as akebbuḍ.,Ilaq-as umantu.,0.1495348781221221,0.42857142857142855
Son frère était méchant avec moi.,Gma-s yella yeqbeḥ ɣer ɣur-i.,Gma-s yella d amcum yid-i.,0.11362193664674995,0.5
Prions pour une paix parfaite et éternelle.,Yya-w ad nedεut i talwit ara yilin d taneblalt d tamaɣlalt.,A nẓall ɣef talwit ikemlen d tamezgi.,0.022182955195367136,0.6666666666666666
Je n'ai jamais donné de banane à manger à mon chien.,Werǧin i s-fkiɣ tabanant i uqjun-iw ad tt-yečč.,Werǧin fkiɣ tabanant i uqjun-iw ad tt-yečč.,0.5578002860768766,0.06976744186046512
Il est possible que les traces fossiles soient celles d'animaux de la période jurassique.,Lǧerrat ifuṣilen yezmer lḥal ad ilint d tid n yiɣersiwen n tallit Tajurasit.,Yezmer ad yili d akken latrat n ifusilen d tid n yiɣersiwen n tallit tajurasit.,0.42610827239170174,0.4
Elle lui a montré une photo de son lycée.,Tessken-as tawlaft n tesnawit-is.,Tesken-as tawlaft n ulisi-s.,0.16990442448471224,0.26666666666666666
"Non, ne dis rien !","Xaṭi, ur d-qqar kra !","Ala, ur d-ttini acemma!",0.08034284189446518,0.7647058823529411
"Non, merci ! Très peu pour moi !",Xas kan ulayɣeṛ! Tanemmirt.,"Ala, tanemmirt! Mačči d ayen i yi-yehwan!",0.033031643180138064,1.2
Il nous faut t'emmener dans un hôpital.,Ilaq ad k-nawi ɣer sbiṭar.,Ilaq a k-nawi ɣer sbitar.,0.12574334296829354,0.08333333333333333
Chaque printemps apporte son lot.,"Tal tafsut, s tefsut-is.",Yal tafsut s wayen i d-ttawi.,0.08633400213704504,0.6190476190476191
Cette rivière s'est tarie.,Asif-a yeqqur.,Asif-agi yekkaw.,0.0,0.5
Les vieillards meurent parce qu'ils ne sont plus aimés.,Imɣaren ttmettaten acku yiwen ur ten-iḥemmel..,Imɣaren tmettaten acku ur ten-ḥemmlen ara.,0.05372849659117709,0.32558139534883723
Mange !,Ečč!,Ečč!,0.1778279410038923,0.0
Mange-le !,Ečč-it!,Ečč-it!,0.1778279410038923,0.0
Mange-la !,Ečč-iţ!,Ečč-itt!,0.0,0.4
"Les scientifiques continuent de découvrir de nouveaux médicaments, il y a donc toujours de l'espoir pour les personnes dans le coma.","Imassanen mazal a d-ttafen isufar d imaynuten, ur εad yella ihi usirem i wid yellan di lkuma.","Imusnawen mazal-iten d-ttafen isafaren imaynuten, daymi mazal asirem i wid yellan deg lkuma.",0.06986724470434774,0.3
Elle est en train de te regarder.,Attan la k-id-tettmuqul.,La k-tmuqul.,0.09069748827745895,0.5238095238095238
Mince !,Inyen!,Ay axessar!,0.0,1.8
Chacun y va de son couplet !,Yal wa d acu ar ak-d-yecnu!,Yal wa d acu i d-yenna.,0.5081327481546147,0.25
La musique est bonne.,Aẓawan yelha.,Aẓawan yelha.,0.316227766016838,0.0
Pardon ! Qui êtes-vous ?,Suref-iyi! Anwa i k-ilan?,Suref-iyi! Anwa-ken?,0.05501080739920602,0.2857142857142857
Un cheval bien éduqué ne se préoccupe pas d'un chien qui aboie.,Agmer iḥedqen ur as-d-tewqiɛ ara deg uqjun isseglafen.,Ayis yetturebban mliḥ ur d-iteccer ara seg uydi yesseglafen.,0.028517539529041507,0.6078431372549019
Elle est plus intelligente que moi.,Teḥrec axiṛ-iw.,Netțat tuḥric ugar-iw.,0.0,1.0
Cette phrase n'est pas en anglais.,Tafyirt-a ur telli ara s teglizit.,Tawinst-agi mačči s teglizit.,0.10305224267080783,0.46875
Vous devriez prendre son état mental en compte.,Ad ak-iniɣ ɣas seḥseb i tezmert n wallaɣ-is.,Ilaq aț-țerrem deg lḥisab liḥala-s n wallagh.,0.028634401465295497,0.7073170731707317
Il parle bien anglais pour un Français.,Ihedder taglizit akken iwata ɣas akken d Afransis.,Ittmeslay mliḥ taglizit i yiwen n ufransis.,0.028634401465295497,0.5918367346938775
"Le parti socialiste va gagner, je crois.",Ad irbeḥ ukabar anemlay akken i walaɣ.,"Akabar asusyalist ad yerbeḥ, ɣileɣ.",0.036015288308423515,0.7297297297297297
C'est notre tour de payer l'addition.,D tadwilt-nneɣ ad nxelles ayen nečča.,D nnuba-nneɣ ad nxelles lfatura.,0.10294994188297393,0.45714285714285713
Avez-vous la moindre idée de ce que vous avez fait ?,Wis ma teẓram ulamma acemma ayen i tgam?,Tesɛam kra n tikti ɣef wayen i tgam?,0.05873949094699214,0.5641025641025641
As-tu la moindre idée de ce que tu as fait ?,Wis ma teẓriḍ ulamma acemma ayen i tgiḍ?,Teẓriḍ akk d acu i texdmeḍ?,0.03478700554542394,0.6666666666666666
Je ne comprends vraiment pas pourquoi Tom a fait ça.,Ur gziɣ ara akk ayen Tom i iga aya.,Ur fhimeɣ ara akk acuɣer i yexdem Tom aya.,0.06674094719041482,0.5588235294117647
Tom comprend un peu le français.,Tom igezzu kra n tefransist.,Tom yefhem cwiṭ tafransist.,0.06257106818159155,0.4444444444444444
Je crois que je commence à comprendre comment ça marche.,Waqila bdiɣ fehmeɣ amek i tetteddu.,Ttwaliɣ bdiɣ ad fehmeɣ amek i iteddu.,0.17567205239427922,0.3235294117647059
Je ne te comprends toujours pas.,Mazal ar tura ur k-fhimeɣ ara.,Mazal ur k-fhimeɣ ara.,0.2591626698761441,0.2857142857142857
"Mary a essayé d'ouvrir la porte, mais elle n'a pu pas.","Mary teɛreḍ ad teldi tawwurt, maca ur tezmir ara.","Mary tɛreḍ ad teldi tabburt, meɛna ur tezmir ara.",0.1561969968460128,0.1276595744680851
Il a été mon enseignant de maths.,Illa d aselmad-iw n tusnakt.,Yella d aslmad-iw n tusnakt.,0.12574334296829354,0.11538461538461539
L'office national des droits d'auteur et des droits voisins veille au respect de sa charte.,Adiwan aɣelnaw n yizerfan n umeskar d yizerfan uqṛiben yettḥezzib ɣef ilugan-is.,Amasay aɣelnaw n yizerfan n umeskar d yizerfan i d-yezzin ițɛassa ɣef uqader n tkarḍa-s.,0.41374412020518814,0.44871794871794873
Ai-je des comptes à te rendre ?,Tettalaseḍ-iyi?,D leḥsab ara k-d-rreɣ?,0.0,1.2307692307692308
Je te dois quelque chose ?,Tettalaseḍ-iyi?,Ssaleɣ-ak kra?,0.0,0.9230769230769231
Je sais qu'il sait dessiner.,Ẓriɣ yessen ad yessuneɣ.,Zriɣ belli yessen ad yessuneɣ.,0.26591479484724945,0.30434782608695654
Apportez une robe élégante pour aller au théâtre ou à une soirée.,Glu-d s tqendurt timreyyest akken ad truḥeḍ yess ɣer umezgun neɣ ɣer tmeɣra.,Awit-d taqendurt icebḥen i wakken ad t-ruḥem ɣer umezgun neɣ ɣer tmeɣra.,0.30527785817943404,0.2972972972972973
As-tu déjà vu des koalas ?,Teẓriḍ yakan ikuwalaten ?,Teẓriḍ yakan ikwalat?,0.24028114141347542,0.13043478260869565
Les opinions varient sur ce point.,Mgaradent tmuɣliwin ɣef tneqqiṭ-a.,Tmuɣliwin mgaradent ɣef tneqqiṭ-agi.,0.10573712634405641,0.5625
"De plus, le changement radical apporté par la modernité et la mondialisation, a conduit de nombreux musulmans à considérer l'Occident comme hostile aux traditions de l'Islam.","Nnig waya, anbeddal lqayen i d-tewwi tmutrert d usmuḍel, yeǧǧa aṭas n yimslmen ad ǧeεlen belli Ataram yesεa kra n teεdawit mgal ansayen n tneslemt.","Yerna, abeddel ameqqran i d-tewwi tatrart d tmadlant, yeǧǧa aṭas n yinselmen ad walin Utaram d aɛdaw n leɛwayed n Lislam.",0.05442511225455743,0.4755244755244755
Il est mort assez soudainement.,Yemmut menṭeq.,Yemmut s tɣawla madi.,0.08034284189446518,1.0
"Même après un accouchement, il est mauvais de boire de l'alcool pendant la période d'allaitement.","Ula mi tεedda tarrawt, ur telha ara tissit n larkul ma tella tmeṭṭut tessuṭuḍ.","Ula d deffir n tarrawt, d ayen n diri ad isew yiwen lalkul deg tallit n uṭṭuḍ.",0.015138514598766055,0.618421052631579
Il en va de même pour l'Allemagne.,Akken ula di Lalman.,Akka daɣen i Lalman.,0.08034284189446518,0.42105263157894735
Il fit les louanges de sa beauté et de son chant.,Icekkeṛ-d zzin-is akked ccna-ines.,Icekker ccbaḥa-s d ccna-s.,0.0,0.5
Les pas de l'âne dépendent de l'avoine.,Isurifen n weɣyul almend uẓekkun i s-tefkiḍ.,Tikli n uɣyul ɣef temzin i tebna.,0.039281465090051315,0.5714285714285714
Tom a mangé de la soupe aux légumes ce matin.,Tom yečča aseqqi s lxeḍra taṣebḥit-a.,Tom yečča asfaylu n lxedra ṣṣbeḥ-agi.,0.08633400213704504,0.4
Tom a mangé de la soupe aux légumes ce matin.,Tom yečča aseqqi s icakan taṣebḥit-a.,Tom yečča asfaylu n lxedra ṣṣbeḥ-agi.,0.08633400213704504,0.5428571428571428
Le sucre est mauvais pour tes dents.,Sskeṛ diri-t i tuɣmas-ik.,Ssker diri-t i tuɣmas-ik.,0.3976353643835253,0.045454545454545456
"En rentrant à la maison, je me suis endormi dans le train et j'ai dépassé mon arrêt.","Deg ubrid-iw s axxam, yewwi-yi nadam deg tmacint armi εeddaɣ i teɣsert ideg ara rseɣ.","Mi lliɣ ttuɣaleɣ s axxam, iḍes yi-yewwi deg tmacint u zriɣ amkan ideg ara d-rseɣ.",0.04841524713034601,0.5555555555555556
Je dois supprimer de nombreux dossiers de mon ordinateur.,Ilaq-iyi ad sefḍeɣ aṭas ikaramen deg uselkim-iw.,Ilaq ad kks-eɣ aṭas n yikaryaten seg uselkim-iw.,0.03655552228545124,0.28888888888888886
La région de Tohoku vaut la peine d'être visitée.,Tamennaṭ n Tohoku testahel win yerzan ad tt-id-iẓer.,Tamnaḍt n Tohoku tuklal ad tt-nerzu.,0.06846046760764757,0.5306122448979592
Où sont les tableaux ?,Anda-tent tfelwa ?,Anda llan yitabluten?,0.0,0.8666666666666667
C'est une rue à sens unique.,D azrug bu-yiwet n tnila.,D abrid n yiwen n ubrid.,0.048549177170732344,0.4782608695652174
Tout le monde le connaissait au village.,Ssnen-t merra deg taddart.,Medden akk ssnen-t di taddart.,0.06389431042462725,0.6666666666666666
"Le lac n'est pas fait par la nature, mais par l'art.","Agelmim-a s tẓuri i yemmug, mačči s ugama.","Agelmim ur d-yettwaxlaq ara s ugama, meɛna s tẓuri.",0.07171781507224269,0.7948717948717948
Qu'est-ce que ça a à voir avec moi ?,D acu i y-icqan nekkini ?,D acu i d-yewwi yid-i?,0.26591479484724945,0.5
Ses yeux étaient pleins de larmes.,Allen-is ččurent-d d imeṭṭi.,Allen-is ččurent d imeṭṭawen.,0.09554427922043669,0.2
Vous n'êtes pas habillé.,Ur telsiḍ kra.,Ur telsiḍ ara.,0.24028114141347542,0.07692307692307693
Une goutte d'eau est tombée du ciel.,Teɣli-d tiqit n waman seg igenni.,Timiqit n waman teɣli-d seg igenni.,0.12909944487358058,0.41935483870967744
Je veux que tu joues de la guitare pour moi.,Bɣiɣ ad yi-d-tewteḍ kra ugiṭar.,Bɣiɣ ad turared tagitart i yi.,0.08633400213704504,0.6428571428571429
Nous n'osions bouger de peur de le réveiller.,Nugad ad nḥerrek ammar ad t-id-nessker seg iḍes.,Ur nezvir ara a nḥerrek seg tugdi a t-id-nessaki.,0.028517539529041507,0.7333333333333333
Notre ville est plutôt petite en comparaison de Tokyo.,Tamdint-nneɣ ɣas in'as d tamecṭuḥt ma tqurneḍ-tt ɣer Tokyo.,Tamdint-nneɣ d tameẓyant madi ma nqaren-itt d Tokyo.,0.0346657712709552,0.45454545454545453
N'est-ce pas ton livre ?,Mačči d adlis-ik ?,Mačči d adlis-ik?,0.5623413251903491,0.0
Je te recommande de lire ce roman dans sa version originale.,Ɣas ɣeṛ ungal-a deg teḍrist-is tanaṣlit.,Ssektayeɣ-ak ad teɣreḍ ungal-agi s tmeslayt-is tanṣlit.,0.0,0.7027027027027027
"L'accord, s'il n'est pas soutenu par des actions, ne signifie rien.","Amtafeq ma ur t-ḍfirent tigawin, lmeεna ur tt-yesεi.","Amtawa, ma yella ur t-id-ḍfirent ara tiggawin, ur yesɛi ara lmeɛna.",0.024808415001701823,0.6458333333333334
Elles s'en fichent.,Ur cliεent.,Ur d-clliɛent ara.,0.11362193664674995,0.7
Elles s'en fichent.,Tuqeε-asent.,Ur d-cliɛent ara.,0.0,1.2
L'homme fut arrêté comme espion.,Argaz-nni ṭṭfen-t-id ɣef akken d aɣalli i yella.,Argaz ittuṭṭef d amsexṛeb.,0.029556479778261396,0.6818181818181818
L'entrée est interdite aux personnes qui consomment des boissons alcoolisées.,Akeččum yettugdel i wid itessen larkul.,Anekcum d amennuɛ i wid itessen lalkul.,0.16348126556655487,0.34210526315789475
Je pense que cette chemise ne va pas bien avec une cravate rouge.,Cukkeɣ taqemǧet-a ur terra ara ɣef tekrabaṭ tazeggaɣt.,Ttwaliɣ takamist-agi ur d-tettas ara d takravat tazeggaɣt.,0.03655552228545124,0.4230769230769231
Elle m'accusa d'être une menteuse.,Terra-yi d takeddabt.,Tlumm-iyi belli d takeddabt.,0.16990442448471224,0.5789473684210527
Elles ont bravé la tempête de neige.,Quzmen tazawwa n wedfel.,Qablent tajeǧǧigt n udfel.,0.08034284189446518,0.5652173913043478
Pourriez-vous nous laisser seuls quelques minutes?,Tzemrem ad ɣ-teǧǧem weḥd-neɣ kra n ddqayeq.,Tzemrem a ɣ-teǧǧem weḥd-nneɣ kra n tminutin?,0.08307018474412793,0.25
Je me levais toujours tôt dans mon enfance.,Mi lliɣ d amecṭuḥ ttekkareɣ-d dima zik.,Daymen ttkkreɣ-d zikk di temzi-w.,0.0,0.7027027027027027
"La chambre était pleine d'insectes, des millions de petits insectes se tortillant avec plein de pattes.","Taxxamt-nni tella teččur d ibεac, d imelyan n yebεac i yettbelεuεucen s tḍartin-nsen.","Taxxamt tččur d ibibaax, imelyan n yibibaax imecṭuḥen ttemmeryalen s waṭas n yiḍarren.",0.039073802494525016,0.5925925925925926
"Moi, moi, moi. Maintenant imaginez des millions de voix criant cela et vous avez la civilisation moderne.","Nekk, nekk, nekk. Ssugen-d kan d imelyan n leṣwat ara yettεeyyiḍen akka, dɣa attan tɣerma tatrart.","Nek, nek, nek. Tura xeyylemt-d imelyunen n taɣect i d-iɛeggiḍen aya, dɣa d aya i d taɣerma tatrart.",0.015276780223747026,0.4891304347826087
Il a corrompu ce politicien avec un bon paquet d'argent.,Yeswaɣ asertay-nni s tqebbiṭ n yedrimen.,Issefsed asertan-agi s ucekkul n yedrimen.,0.09554427922043669,0.42105263157894735
Loges-tu ici depuis déjà longtemps ?,Si zik mi tzedɣeḍ da ?,Tzedɣeḍ dagi seg waṭas aya?,0.05372849659117709,1.05
La montre tomba en panne.,Tettwaɣ ssaεa-nni.,Tamreant texser.,0.0,0.875
Elle l'aima de tout son cœur.,Tḥemmel-it seg ul.,Teḥemmel-it s wul-is akk.,0.0,0.625
Je n'arrive pas à trouver le temps de lire le livre.,Sgumiɣ ad s-afeɣ lweqt i udlis-a akken ad t-ɣreɣ.,Ur d-ufiɣ ara lweqt ad ɣreɣ adlis.,0.029519129053903102,0.6222222222222222
"Ne posez pas de questions, contentez-vous de suivre les ordres.","Ur steqsayet ara, tebεet kan lameṛ i wen-d-fkan.","Ur steqsayet ara, ddu-t kan d lameṛ.",0.16102307266026747,0.4090909090909091
"Ne me touchez pas, espèce de porc !","Ur yi-d-ttelles ara, a yiwen n yilef !","Ur iyi-ttnal ara, a yilef!",0.09057365499736145,0.42424242424242425
Je veux vous donner de l'argent pour vous aider à traverser ces temps difficiles.,Bɣiɣ ad k-d-fkeɣ kra n yedrimen iss ara k-εiwneɣ deg yir taswiεt-a ideg telliḍ.,Bɣiɣ ad awen-fkeɣ idrimen iwakken ad awen-ɛiwneɣ ad tɛeddim ussan-agi iwaɛren.,0.03034815223262279,0.6351351351351351
Viens seul !,As-d weḥd-k !,As-d weḥd-ek!,0.1495348781221221,0.1111111111111111
Il tient une librairie dans le centre-ville.,Yesεa tanedlist di tlemmast n temdint.,Isseway talibrit di tlemmast n temdint.,0.5081327481546147,0.2702702702702703
Des germes de choléra ont été détectés dans la nourriture.,Banent-d tliqqiḥin n waṭṭan n kulira deg učči.,Ttwafan yimicruben n ukulira deg wučči.,0.03478700554542394,0.5454545454545454
Elle était habillée en rouge.,Tella telsa d azeggaɣ.,Telsa s uzeggaɣ.,0.0814136751754278,0.38095238095238093
Elle a employé de la margarine à la place du beurre.,Terra tamargarint deg umkan n wudi.,Tesseqdec lmargarin deg umkan n wudi.,0.5081327481546147,0.29411764705882354
Les forces d'occupation ont posté plusieurs tireurs embusqués dans cette région.,Iɣallen imhersanen εeyynen aṭas iqerraṣen i yeffren deg tmennaṭ-a.,Igallen n usdurrer sbedden aṭas n imseggaden deg temnaḍt-agi.,0.028517539529041507,0.546875
Combien coûte cette bague ?,Acḥal teswa txatemt-a ?,Acḥal i teswa txatemt-agi?,0.09554427922043669,0.2
Son village est juste de l'autre côté de la frontière.,Taddart-is attan din kan deffir tilist.,Taddart-is tella kan agemmaḍ n tilist.,0.05372849659117709,0.43243243243243246
